CFR Part,Name of the Part,Year,Next.Edition,Name of the Part (Next Edition),Year (Next Edition),lv_distances,presumed_same,same
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1978,1979,Credit by banks for the purpose of purchasing or carrying margin stocks.,1979,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1978,1979,Rules governing borrowers who obtain securities credit.,1979,0,TRUE,224
225,Bank holding companies.,1978,1979,Bank holding companies.,1979,0,TRUE,225
226,Truth in lending.,1978,1979,Truth in lending.,1979,0,TRUE,226
227,Unfair or deceptive acts or practices.,1978,1979,Unfair or deceptive acts or practices.,1979,0,TRUE,227
250,Miscellaneous interpretations.,1978,1979,Miscellaneous interpretations.,1979,0,TRUE,250
261,Rules regarding availability of information.,1978,1979,Rules regarding availability of information.,1979,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1978,1979,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1979,0,TRUE,261a
261b,Rules regarding public observation of meetings.,1978,1979,Rules regarding public observation of meetings.,1979,0,TRUE,261b
262,Rules of procedure.,1978,1979,Rules of procedure.,1979,0,TRUE,262
263,Rules of practice for formal hearings.,1978,1979,Rules of practice for formal hearings.,1979,0,TRUE,263
264,Employee responsibilities and conduct.,1978,1979,Employee responsibilities and conduct.,1979,0,TRUE,264
265,Rules regarding delegation of authority.,1978,1979,Rules regarding delegation of authority.,1979,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1978,1979,Limitations on activities of former members and employees of the board.,1979,0,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1978,1979,Rules of organization and procedure of the Consumer Advisory Council.,1979,0,TRUE,267
268,Equal employment opportunity.,1978,1979,Equal employment opportunity.,1979,0,TRUE,268
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1978,1979,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1979,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1978,1979,Open market operations of Federal Reserve Banks.,1979,0,TRUE,270
271,Rules regarding availability of information.,1978,1979,Rules regarding availability of information.,1979,0,TRUE,271
272,Rules of procedure.,1978,1979,Rules of procedure.,1979,0,TRUE,272
281,Statements of policy.,1978,1979,Statements of policy.,1979,0,TRUE,281
290,Definitions.,1978,1979,Definitions.,1979,0,TRUE,290
292,Charges of unfair labor practices.,1978,1979,Charges of unfair labor practices.,1979,0,TRUE,292
294,Procedures for resolving impasses.,1978,1979,Procedures for resolving impasses.,1979,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1979,1980,Extensions of credit by Federal Reserve banks.,1980,0,TRUE,201
202,Equal Credit Opportunity.,1979,1980,Equal Credit Opportunity.,1980,0,TRUE,202
203,Home mortgage disclosures.,1979,1980,Home mortgage disclosures.,1980,0,TRUE,203
204,Reserves of member banks.,1979,1980,Reserves of member banks.,1980,0,TRUE,204
206,Securities of State member banks.,1979,1980,Securities of State member banks.,1980,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1979,1980,"Securities credit by persons other than banks, brokers, or dealers.",1980,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1979,1980,Membership of State banking institutions in the Federal Reserve System.,1980,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1979,1980,Issue and cancellation of capital stock of Federal Reserve banks.,1980,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1979,1980,Collection of checks and other items and transfers of funds.,1980,0,TRUE,210
211,Corporations engaged in foreign banking and financing under the Federal Reserve Act.,1979,1980,International banking operations.,1980,64,FALSE,NA
212,Interlocking bank relationships under the Clayton Act.,1979,1980,Management official interlocks.,1980,42,FALSE,NA
213,Foreign activities of national banks.,1979,1980,NA,NA,NA,NA,NA
214,Relations with foreign banks and bankers.,1979,1980,Relations with foreign banks and bankers.,1980,0,TRUE,214
215,Loans to executive officers of member banks.,1979,1980,"Loans to executive officers, directors, and principal shareholders of member banks.",1980,39,FALSE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1979,1980,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1980,0,TRUE,216
217,Interest on deposits.,1979,1980,Interest on deposits.,1980,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1979,1980,"Relations with dealers in securities under section 32, Banking Act of 1933.",1980,0,TRUE,218
219,Bank service arrangements.,1979,1980,Reimbursement to financial institutions for assembling or providing financial records.,1980,72,FALSE,NA
220,Credit by brokers and dealers.,1979,1980,Credit by brokers and dealers.,1980,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1979,1980,Credit by banks for the purpose of purchasing or carrying margin stocks.,1980,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1979,1980,Rules governing borrowers who obtain securities credit.,1980,0,TRUE,224
225,Bank holding companies.,1979,1980,Bank holding companies and change in bank control.,1980,27,FALSE,225
226,Truth in lending.,1979,1980,Truth in lending.,1980,0,TRUE,226
227,Unfair or deceptive acts or practices.,1979,1980,Unfair or deceptive acts or practices.,1980,0,TRUE,227
228,Community reinvestment.,1979,1980,Community reinvestment.,1980,0,TRUE,228
250,Miscellaneous interpretations.,1979,1980,Miscellaneous interpretations.,1980,0,TRUE,250
261,Rules regarding availability of information.,1979,1980,Rules regarding availability of information.,1980,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1979,1980,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1980,0,TRUE,261a
261b,Rules regarding public observation of meetings.,1979,1980,Rules regarding public observation of meetings.,1980,0,TRUE,261b
262,Rules of procedure.,1979,1980,Rules of procedure.,1980,0,TRUE,262
263,Rules of practice for formal hearings.,1979,1980,Rules of practice for hearings.,1980,7,FALSE,263
264,Employee responsibilities and conduct.,1979,1980,Employee responsibilities and conduct.,1980,0,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1979,1980,Reserve Bank Directors—Actions and Responsibilities.,1980,0,TRUE,264a
265,Rules regarding delegation of authority.,1979,1980,Rules regarding delegation of authority.,1980,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1979,1980,Limitations on activities of former employees of the board.,1980,12,FALSE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1979,1980,Rules of organization and procedure of the Consumer Advisory Council.,1980,0,TRUE,267
268,Equal employment opportunity.,1979,1980,Equal employment opportunity.,1980,0,TRUE,268
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1979,1980,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1980,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1979,1980,Open market operations of Federal Reserve Banks.,1980,0,TRUE,270
271,Rules regarding availability of information.,1979,1980,Rules regarding availability of information.,1980,0,TRUE,271
272,Rules of procedure.,1979,1980,Rules of procedure.,1980,0,TRUE,272
281,Statements of policy.,1979,1980,Statements of policy.,1980,0,TRUE,281
290,Definitions.,1979,1980,Definitions.,1980,0,TRUE,290
292,Charges of unfair labor practices.,1979,1980,Charges of unfair labor practices.,1980,0,TRUE,292
294,Procedures for resolving impasses.,1979,1980,Procedures for resolving impasses.,1980,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1980,1981,Extensions of credit by Federal Reserve banks.,1981,0,TRUE,201
202,Equal Credit Opportunity.,1980,1981,Equal Credit Opportunity.,1981,0,TRUE,202
203,Home mortgage disclosures.,1980,1981,Home mortgage disclosures.,1981,0,TRUE,203
204,Reserves of member banks.,1980,1981,Reserve requirements of depository institutions.,1981,31,FALSE,NA
205,Electronic fund transfers.,1980,1981,Electronic fund transfers.,1981,0,TRUE,205
206,Securities of State member banks.,1980,1981,Securities of State member banks.,1981,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1980,1981,"Securities credit by persons other than banks, brokers, or dealers.",1981,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1980,1981,Membership of State banking institutions in the Federal Reserve System.,1981,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1980,1981,Issue and cancellation of capital stock of Federal Reserve banks.,1981,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1980,1981,Collection of checks and other items and transfers of funds.,1981,0,TRUE,210
211,International banking operations.,1980,1981,International banking operations.,1981,0,TRUE,211
212,Management official interlocks.,1980,1981,Management official interlocks.,1981,0,TRUE,212
214,Relations with foreign banks and bankers.,1980,1981,Relations with foreign banks and bankers.,1981,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1980,1981,"Loans to executive officers, directors, and principal shareholders of member banks.",1981,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1980,1981,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1981,0,TRUE,216
217,Interest on deposits.,1980,1981,Interest on deposits.,1981,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1980,1981,"Relations with dealers in securities under section 32, Banking Act of 1933.",1981,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1980,1981,Reimbursement to financial institutions for assembling or providing financial records.,1981,0,TRUE,219
220,Credit by brokers and dealers.,1980,1981,Credit by brokers and dealers.,1981,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1980,1981,Credit by banks for the purpose of purchasing or carrying margin stocks.,1981,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1980,1981,Rules governing borrowers who obtain securities credit.,1981,0,TRUE,224
225,Bank holding companies and change in bank control.,1980,1981,Bank holding companies and change in bank control.,1981,0,TRUE,225
226,Truth in lending.,1980,1981,Truth in lending.,1981,0,TRUE,226
227,Unfair or deceptive acts or practices.,1980,1981,Unfair or deceptive acts or practices.,1981,0,TRUE,227
228,Community reinvestment.,1980,1981,Community reinvestment.,1981,0,TRUE,228
250,Miscellaneous interpretations.,1980,1981,Miscellaneous interpretations.,1981,0,TRUE,250
261,Rules regarding availability of information.,1980,1981,Rules regarding availability of information.,1981,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1980,1981,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1981,0,TRUE,261a
261b,Rules regarding public observation of meetings.,1980,1981,Rules regarding public observation of meetings.,1981,0,TRUE,261b
262,Rules of procedure.,1980,1981,Rules of procedure.,1981,0,TRUE,262
263,Rules of practice for hearings.,1980,1981,Rules of practice for hearings.,1981,0,TRUE,263
264,Employee responsibilities and conduct.,1980,1981,Employee responsibilities and conduct.,1981,0,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1980,1981,Reserve Bank Directors—Actions and Responsibilities.,1981,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations.,1980,1981,Rules regarding foreign gifts and decorations.,1981,0,TRUE,264b
265,Rules regarding delegation of authority.,1980,1981,Rules regarding delegation of authority.,1981,0,TRUE,265
266,Limitations on activities of former employees of the board.,1980,1981,Limitations on activities of former members and employees of the board.,1981,12,FALSE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1980,1981,Rules of organization and procedure of the Consumer Advisory Council.,1981,0,TRUE,267
268,Equal employment opportunity.,1980,1981,Equal employment opportunity.,1981,0,TRUE,268
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1980,1981,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1981,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1980,1981,Open market operations of Federal Reserve Banks.,1981,0,TRUE,270
271,Rules regarding availability of information.,1980,1981,Rules regarding availability of information.,1981,0,TRUE,271
272,Rules of procedure.,1980,1981,Rules of procedure.,1981,0,TRUE,272
281,Statements of policy.,1980,1981,Statements of policy.,1981,0,TRUE,281
290,Definitions.,1980,1981,Definitions.,1981,0,TRUE,290
292,Charges of unfair labor practices.,1980,1981,Charges of unfair labor practices.,1981,0,TRUE,292
294,Procedures for resolving impasses.,1980,1981,Procedures for resolving impasses.,1981,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1981,1982,Extensions of credit by Federal Reserve banks.,1982,0,TRUE,201
202,Equal Credit Opportunity.,1981,1982,Equal Credit Opportunity.,1982,0,TRUE,202
203,Home mortgage disclosures.,1981,1982,Home mortgage disclosure.,1982,1,TRUE,203
204,Reserve requirements of depository institutions.,1981,1982,Reserve requirements of depository institutions.,1982,0,TRUE,204
205,Electronic fund transfers.,1981,1982,Electronic fund transfers.,1982,0,TRUE,205
206,Securities of State member banks.,1981,1982,Securities of State member banks.,1982,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1981,1982,"Securities credit by persons other than banks, brokers, or dealers.",1982,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1981,1982,Membership of State banking institutions in the Federal Reserve System.,1982,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1981,1982,Issue and cancellation of capital stock of Federal Reserve banks.,1982,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1981,1982,Collection of checks and other items and transfers of funds.,1982,0,TRUE,210
211,International banking operations.,1981,1982,International banking operations.,1982,0,TRUE,211
212,Management official interlocks.,1981,1982,Management official interlocks.,1982,0,TRUE,212
214,Relations with foreign banks and bankers.,1981,1982,Relations with foreign banks and bankers.,1982,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1981,1982,"Loans to executive officers, directors, and principal shareholders of member banks.",1982,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve Banks and State member banks.,1981,1982,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1982,1,TRUE,216
217,Interest on deposits.,1981,1982,Interest on deposits.,1982,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1981,1982,"Relations with dealers in securities under section 32, Banking Act of 1933.",1982,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1981,1982,Reimbursement to financial institutions for assembling or providing financial records.,1982,0,TRUE,219
220,Credit by brokers and dealers.,1981,1982,Credit by brokers and dealers.,1982,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1981,1982,Credit by banks for the purpose of purchasing or carrying margin stocks.,1982,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1981,1982,Rules governing borrowers who obtain securities credit.,1982,0,TRUE,224
225,Bank holding companies and change in bank control.,1981,1982,Bank holding companies and change in bank control.,1982,0,TRUE,225
226,Truth in lending.,1981,1982,Truth in lending.,1982,0,TRUE,226
227,Unfair or deceptive acts or practices.,1981,1982,Unfair or deceptive acts or practices.,1982,0,TRUE,227
228,Community reinvestment.,1981,1982,Community reinvestment.,1982,0,TRUE,228
245,Loan guarantees for defense production.,1981,1982,Loan guarantees for defense production.,1982,0,TRUE,245
250,Miscellaneous interpretations.,1981,1982,Miscellaneous interpretations.,1982,0,TRUE,250
261,Rules regarding availability of information.,1981,1982,Rules regarding availability of information.,1982,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1981,1982,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1982,0,TRUE,261a
261b,Rules regarding public observation of meetings.,1981,1982,Rules regarding public observation of meetings.,1982,0,TRUE,261b
262,Rules of procedure.,1981,1982,Rules of procedure.,1982,0,TRUE,262
263,Rules of practice for hearings.,1981,1982,Rules of practice for hearings.,1982,0,TRUE,263
264,Employee responsibilities and conduct.,1981,1982,Employee responsibilities and conduct.,1982,0,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1981,1982,Reserve Bank Directors—Actions and Responsibilities.,1982,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations.,1981,1982,Rules regarding foreign gifts and decorations.,1982,0,TRUE,264b
265,Rules regarding delegation of authority.,1981,1982,Rules regarding delegation of authority.,1982,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1981,1982,Limitations on activities of former employees of the board.,1982,12,FALSE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1981,1982,Rules of organization and procedure of the Consumer Advisory Council.,1982,0,TRUE,267
268,Equal employment opportunity.,1981,1982,Equal employment opportunity.,1982,0,TRUE,268
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1981,1982,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1982,0,TRUE,269
270,Open market operations of Federal Reserve Banks.,1981,1982,Open market operations of Federal Reserve banks.,1982,1,TRUE,270
271,Rules regarding availability of information.,1981,1982,Rules regarding availability of information.,1982,0,TRUE,271
272,Rules of procedure.,1981,1982,Rules of procedure.,1982,0,TRUE,272
281,Statements of policy.,1981,1982,Statements of policy.,1982,0,TRUE,281
290,Definitions.,1981,1982,Definitions.,1982,0,TRUE,290
292,Charges of unfair labor practices.,1981,1982,Charges of unfair labor practices.,1982,0,TRUE,292
294,Procedures for resolving impasses.,1981,1982,Procedures for resolving impasses.,1982,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1982,1983,Extensions of credit by Federal Reserve banks.,1983,0,TRUE,201
202,Equal Credit Opportunity.,1982,1983,Equal Credit Opportunity.,1983,0,TRUE,202
203,Home mortgage disclosure.,1982,1983,Home mortgage disclosure.,1983,0,TRUE,203
204,Reserve requirements of depository institutions.,1982,1983,Reserve requirements of depository institutions.,1983,0,TRUE,204
205,Electronic fund transfers.,1982,1983,Electronic fund transfers.,1983,0,TRUE,205
206,Securities of State member banks.,1982,1983,Securities of State member banks.,1983,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1982,1983,"Securities credit by persons other than banks, brokers, or dealers.",1983,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1982,1983,Membership of State banking institutions in the Federal Reserve System.,1983,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1982,1983,Issue and cancellation of capital stock of Federal Reserve banks.,1983,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1982,1983,Collection of checks and other items and transfers of funds.,1983,0,TRUE,210
211,International banking operations.,1982,1983,International banking operations.,1983,0,TRUE,211
212,Management official interlocks.,1982,1983,Management official interlocks.,1983,0,TRUE,212
213,Consumer leasing.,1982,1983,Consumer leasing.,1983,0,TRUE,213
214,Relations with foreign banks and bankers.,1982,1983,Relations with foreign banks and bankers.,1983,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1982,1983,"Loans to executive officers, directors, and principal shareholders of member banks.",1983,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1982,1983,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1983,0,TRUE,216
217,Interest on deposits.,1982,1983,Interest on deposits.,1983,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1982,1983,"Relations with dealers in securities under section 32, Banking Act of 1933.",1983,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1982,1983,Reimbursement to financial institutions for assembling or providing financial records.,1983,0,TRUE,219
220,Credit by brokers and dealers.,1982,1983,Credit by brokers and dealers.,1983,0,TRUE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1982,1983,Credit by banks for the purpose of purchasing or carrying margin stocks.,1983,0,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1982,1983,Rules governing borrowers who obtain securities credit.,1983,0,TRUE,224
225,Bank holding companies and change in bank control.,1982,1983,Bank holding companies and change in bank control.,1983,0,TRUE,225
226,Truth in lending.,1982,1983,Truth in lending.,1983,0,TRUE,226
227,Unfair or deceptive acts or practices.,1982,1983,Unfair or deceptive acts or practices.,1983,0,TRUE,227
228,Community reinvestment.,1982,1983,Community reinvestment.,1983,0,TRUE,228
245,Loan guarantees for defense production.,1982,1983,Loan guarantees for defense production.,1983,0,TRUE,245
250,Miscellaneous interpretations.,1982,1983,Miscellaneous interpretations.,1983,0,TRUE,250
261,Rules regarding availability of information.,1982,1983,Rules regarding availability of information.,1983,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1982,1983,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1983,0,TRUE,261a
261b,Rules regarding public observation of meetings.,1982,1983,Rules regarding public observation of meetings.,1983,0,TRUE,261b
262,Rules of procedure.,1982,1983,Rules of procedure.,1983,0,TRUE,262
263,Rules of practice for hearings.,1982,1983,Rules of practice for hearings.,1983,0,TRUE,263
264,Employee responsibilities and conduct.,1982,1983,Employee responsibilities and conduct.,1983,0,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1982,1983,Reserve Bank Directors—Actions and Responsibilities.,1983,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations.,1982,1983,Rules regarding foreign gifts and decorations.,1983,0,TRUE,264b
265,Rules regarding delegation of authority.,1982,1983,Rules regarding delegation of authority.,1983,0,TRUE,265
266,Limitations on activities of former employees of the board.,1982,1983,Limitations on activities of former members and employees of the board.,1983,12,FALSE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1982,1983,Rules of organization and procedure of the Consumer Advisory Council.,1983,0,TRUE,267
268,Equal employment opportunity.,1982,1983,Equal employment opportunity.,1983,0,TRUE,268
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1982,1983,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1983,0,TRUE,269
270,Open market operations of Federal Reserve banks.,1982,1983,Open market operations of Federal Reserve banks.,1983,0,TRUE,270
271,Rules regarding availability of information.,1982,1983,Rules regarding availability of information.,1983,0,TRUE,271
272,Rules of procedure.,1982,1983,Rules of procedure.,1983,0,TRUE,272
281,Statements of policy.,1982,1983,Statements of policy.,1983,0,TRUE,281
290,Definitions.,1982,1983,Definitions.,1983,0,TRUE,290
292,Charges of unfair labor practices.,1982,1983,Charges of unfair labor practices.,1983,0,TRUE,292
294,Procedures for resolving impasses.,1982,1983,Procedures for resolving impasses.,1983,0,TRUE,294
201,Extensions of credit by Federal Reserve banks.,1983,1984,Extensions of credit by Federal Reserve banks.,1984,0,TRUE,201
202,Equal Credit Opportunity.,1983,1984,Equal Credit Opportunity.,1984,0,TRUE,202
203,Home mortgage disclosure.,1983,1984,Home mortgage disclosure.,1984,0,TRUE,203
204,Reserve requirements of depository institutions.,1983,1984,Reserve requirements of depository institutions.,1984,0,TRUE,204
205,Electronic fund transfers.,1983,1984,Electronic fund transfers.,1984,0,TRUE,205
206,Securities of State member banks.,1983,1984,Securities of State member banks.,1984,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1983,1984,"Securities credit by persons other than banks, brokers, or dealers.",1984,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1983,1984,Membership of State banking institutions in the Federal Reserve System.,1984,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1983,1984,Issue and cancellation of capital stock of Federal Reserve banks.,1984,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1983,1984,Collection of checks and other items and transfers of funds.,1984,0,TRUE,210
211,International banking operations.,1983,1984,International banking operations.,1984,0,TRUE,211
212,Management official interlocks.,1983,1984,Management official interlocks.,1984,0,TRUE,212
213,Consumer leasing.,1983,1984,Consumer leasing.,1984,0,TRUE,213
214,Relations with foreign banks and bankers.,1983,1984,Relations with foreign banks and bankers.,1984,0,TRUE,214
215,"Loans to executive officers, directors, and principal shareholders of member banks.",1983,1984,"Loans to executive officers, directors, and principal shareholders of member banks.",1984,0,TRUE,215
216,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1983,1984,Minimum security devices and procedures for Federal Reserve banks and State member banks.,1984,0,TRUE,216
217,Interest on deposits.,1983,1984,Interest on deposits.,1984,0,TRUE,217
218,"Relations with dealers in securities under section 32, Banking Act of 1933.",1983,1984,"Relations with dealers in securities under section 32, Banking Act of 1933.",1984,0,TRUE,218
219,Reimbursement to financial institutions for assembling or providing financial records.,1983,1984,Reimbursement to financial institutions for assembling or providing financial records.,1984,0,TRUE,219
220,Credit by brokers and dealers.,1983,1984,"Credit by brokers and dealers. [Effective March 31, 1984]",1984,27,FALSE,220
220,Credit by brokers and dealers.,1983,1984,"Credit by brokers and dealers. [Effective until March 31, 1984]",1984,33,FALSE,220
221,Credit by banks for the purpose of purchasing or carrying margin stocks.,1983,1984,Credit by banks for the purpose of purchasing or carrying margin stock.,1984,1,TRUE,221
224,Rules governing borrowers who obtain securities credit.,1983,1984,Borrowers of securities credit.,1984,26,FALSE,224
225,Bank holding companies and change in bank control.,1983,1984,Bank holding companies and change in bank control.,1984,0,TRUE,225
226,Truth in lending.,1983,1984,Truth in lending.,1984,0,TRUE,226
227,Unfair or deceptive acts or practices.,1983,1984,Unfair or deceptive acts or practices.,1984,0,TRUE,227
228,Community reinvestment.,1983,1984,Community reinvestment.,1984,0,TRUE,228
245,Loan guarantees for defense production.,1983,1984,Loan guarantees for defense production.,1984,0,TRUE,245
250,Miscellaneous interpretations.,1983,1984,Miscellaneous interpretations.,1984,0,TRUE,250
261,Rules regarding availability of information.,1983,1984,Rules regarding availability of information.,1984,0,TRUE,261
261a,Rules Regarding Access to and Review of Personal Information in Systems of Records.,1983,1984,Rules regarding access to and review of personal information in systems of records.,1984,7,FALSE,261a
261b,Rules regarding public observation of meetings.,1983,1984,Rules regarding public observation of meetings.,1984,0,TRUE,261b
262,Rules of procedure.,1983,1984,Rules of procedure.,1984,0,TRUE,262
263,Rules of practice for hearings.,1983,1984,Rules of practice for hearings.,1984,0,TRUE,263
264,Employee responsibilities and conduct.,1983,1984,Employee responsibilities and conduct.,1984,0,TRUE,264
264a,Reserve Bank Directors—Actions and Responsibilities.,1983,1984,Reserve Bank Directors—Actions and Responsibilities.,1984,0,TRUE,264a
264b,Rules regarding foreign gifts and decorations.,1983,1984,Rules regarding foreign gifts and decorations.,1984,0,TRUE,264b
265,Rules regarding delegation of authority.,1983,1984,Rules regarding delegation of authority.,1984,0,TRUE,265
266,Limitations on activities of former members and employees of the board.,1983,1984,Limitations on activities of former members and employees of the board.,1984,0,TRUE,266
267,Rules of organization and procedure of the Consumer Advisory Council.,1983,1984,Rules of organization and procedure of the Consumer Advisory Council.,1984,0,TRUE,267
268,Equal employment opportunity.,1983,1984,Equal employment opportunity.,1984,0,TRUE,268
269,Policy on unionization and collective bargaining for the Federal Reserve Banks.,1983,1984,Policy on labor relations for the Federal Reserve banks.,1984,32,FALSE,269
270,Open market operations of Federal Reserve banks.,1983,1984,Open market operations of Federal Reserve banks.,1984,0,TRUE,270
271,Rules regarding availability of information.,1983,1984,Rules regarding availability of information.,1984,0,TRUE,271
272,Rules of procedure.,1983,1984,Rules of procedure.,1984,0,TRUE,272
281,Statements of policy.,1983,1984,Statements of policy.,1984,0,TRUE,281
290,Definitions.,1983,1984,NA,NA,NA,NA,NA
292,Charges of unfair labor practices.,1983,1984,NA,NA,NA,NA,NA
294,Procedures for resolving impasses.,1983,1984,NA,NA,NA,NA,NA
201,Extensions of credit by Federal Reserve banks.,1984,1985,Extensions of credit by Federal Reserve banks.,1985,0,TRUE,201
202,Equal Credit Opportunity.,1984,1985,Equal Credit Opportunity.,1985,0,TRUE,202
203,Home mortgage disclosure.,1984,1985,Home mortgage disclosure.,1985,0,TRUE,203
204,Reserve requirements of depository institutions.,1984,1985,Reserve requirements of depository institutions.,1985,0,TRUE,204
205,Electronic fund transfers.,1984,1985,Electronic fund transfers.,1985,0,TRUE,205
206,Securities of State member banks.,1984,1985,Securities of State member banks.,1985,0,TRUE,206
207,"Securities credit by persons other than banks, brokers, or dealers.",1984,1985,"Securities credit by persons other than banks, brokers, or dealers.",1985,0,TRUE,207
208,Membership of State banking institutions in the Federal Reserve System.,1984,1985,Membership of State banking institutions in the Federal Reserve System.,1985,0,TRUE,208
209,Issue and cancellation of capital stock of Federal Reserve banks.,1984,1985,Issue and cancellation of capital stock of Federal Reserve banks.,1985,0,TRUE,209
210,Collection of checks and other items and transfers of funds.,1984,1985,Collection of checks and other items and transfers of funds.,1985,0,TRUE,210
